Day,Compound Sentiment
Date,0
2022-09-29,0.05770892857142858
2022-09-28,0.1298453333333333
2022-09-27,0.22546000000000013
2022-09-26,0.11482777777777778
2022-09-25,0.15007222222222222
2022-09-24,0.2641609756097561
2022-09-23,0.1513790697674418
2022-09-22,0.025450602409638545
2022-09-21,0.14198703703703708
2022-09-20,0.045230864197530855
2022-09-19,0.1968390804597701
2022-09-18,0.17645471698113205
2022-09-17,0.18280000000000002
2022-09-16,0.23695757575757576
2022-09-15,0.16129361702127656
2022-09-14,0.14811203703703707
2022-09-13,0.14743013698630136
2022-09-12,0.1450171428571429
2022-09-11,0.25730925925925924
2022-09-10,0.10271081081081085
2022-09-09,0.199289898989899
2022-09-08,0.1139659340659341
2022-09-07,0.17140786516853934
2022-09-06,0.12965731707317074
2022-09-05,0.14002857142857145
2022-09-04,0.17715714285714285
2022-09-03,0.422708163265306
2022-09-02,0.24545416666666675
2022-09-01,0.18091794871794875
2022-08-31,0.22347031250000002
2022-08-30,0.20361411764705875
2022-08-29,0.21563218390804603
2022-08-28,0.1359439393939394
2022-08-27,0.16677384615384616
2022-08-26,0.16372077922077924
2022-08-25,0.1623760563380282
2022-08-24,0.1314026785714286
2022-08-23,0.11228399999999997
2022-08-22,0.211663
2022-08-21,0.266076923076923
2022-08-20,0.06842222222222222
2022-08-19,0.3335088235294117
2022-08-18,0.15928695652173913
2022-08-17,0.05041391304347825
2022-08-16,0.18439278350515462
2022-08-15,0.13384444444444446
2022-08-14,0.23171607142857145
2022-08-13,0.17714576271186439
2022-08-12,0.16723636363636368
2022-08-11,0.16922315789473688
2022-08-10,0.16949665071770334
2022-08-09,0.08589622641509433
2022-08-08,0.14665959595959602
2022-08-07,0.2615395833333333
2022-08-06,0.2599529411764707
2022-08-05,0.2167482993197279
2022-08-04,0.14826706586826346
2022-08-03,0.20519450549450557
2022-08-02,0.24661034482758631
2022-08-01,0.16118279569892477
2022-07-31,0.15050243902439026
2022-07-30,0.13207333333333332
2022-07-29,0.20310849056603766
2022-07-28,0.2904934065934066
2022-07-27,0.1311126984126984
2022-07-26,0.07806315789473685
2022-07-25,0.23767738095238095
2022-07-24,0.16861666666666666
2022-07-23,0.10417916666666667
2022-07-22,0.20678292682926835
2022-07-21,0.13881005025125626
2022-07-20,0.10418847583643119
2022-07-19,0.09265714285714287
2022-07-18,0.2114822580645161
2022-07-17,0.1833833333333334
2022-07-16,0.055025714285714296
2022-07-15,0.14112753623188412
2022-07-14,0.21504000000000004
2022-07-13,0.11427657657657657
2022-07-12,0.09464805194805193
2022-07-11,0.11439111111111114
2022-07-10,0.2593297872340425
2022-07-09,0.20052033898305086
2022-07-08,0.23282894736842108
2022-07-07,0.07253043478260869
2022-07-06,0.20636666666666664
2022-07-05,0.09048720930232558
2022-07-04,0.1478489795918367
2022-07-03,0.25464042553191485
2022-07-02,0.16697894736842103
2022-07-01,0.15052236842105268
2022-06-30,0.06885714285714287
2022-06-29,0.15226749999999997
2022-06-28,0.20343676470588237
2022-06-27,0.24323913043478268
2022-06-26,0.18849148936170212
2022-06-25,0.16700750000000003
2022-06-24,0.14553703703703694
2022-06-23,0.02644358974358976
2022-06-22,0.14548367346938776
2022-06-21,0.1572795454545455
2022-06-20,0.29780476190476196
2022-06-19,0.16768684210526316
2022-06-18,0.26998888888888894
2022-06-17,-0.03837543859649121
2022-06-16,0.11485357142857142
2022-06-15,0.22677045454545455
2022-06-14,0.19321917808219174
2022-06-13,0.12335277777777787
2022-06-12,0.19434358974358973
