Day,Compound Sentiment
2022-03-17,0.21997499999999998
2022-03-16,0.5866833333333333
2022-03-15,0.48254
2022-03-14,0.04920000000000002
2022-03-13,0.4889666666666666
2022-03-12,0.65745
2022-03-11,0.323725
2022-03-10,0.0
2022-03-09,0.2746222222222222
2022-03-08,0.22849999999999995
2022-03-07,-0.06737000000000001
2022-03-06,-0.21600000000000003
2022-03-05,0.4019
2022-03-04,0.21739166666666665
2022-03-03,0.3883
2022-03-02,-0.02525384615384616
2022-03-01,0.0903
2022-02-28,0.6683
2022-02-27,-0.01080000000000001
2022-02-26,0
2022-02-25,0.2988333333333333
2022-02-24,0.1461888888888889
2022-02-23,0.17727500000000002
2022-02-22,0.3251583333333334
2022-02-21,0.02360000000000001
2022-02-20,0.5859
2022-02-19,0.4939
2022-02-18,0.3734222222222222
2022-02-17,0.09793333333333333
2022-02-16,-0.01676666666666667
2022-02-15,0.3260166666666666
2022-02-14,0.4640384615384615
2022-02-13,0.59356
2022-02-12,0.0
2022-02-11,0.10215
2022-02-10,0.19402
2022-02-09,0.5174800000000002
2022-02-08,0.24714999999999998
2022-02-07,0.35686666666666667
2022-02-06,0.14903333333333332
2022-02-05,0.3659
2022-02-04,0.5419666666666666
2022-02-03,0.26712142857142857
2022-02-02,0.33844761904761905
2022-02-01,0.10213243243243242
2022-01-31,0.2948625
2022-01-30,0.3386714285714286
2022-01-29,0.214325
2022-01-28,0.48530000000000006
2022-01-27,0.29958823529411766
2022-01-26,0.49946
2022-01-25,0.62424
2022-01-24,0.20656666666666668
2022-01-23,-0.4713
2022-01-22,0
2022-01-21,-0.10394999999999999
2022-01-20,0.420625
2022-01-19,0.87615
2022-01-18,0.30792
2022-01-17,0.25434
2022-01-16,0.7082666666666667
2022-01-15,-0.17935000000000004
2022-01-14,0.5317625
2022-01-13,0.52982
2022-01-12,0.2303285714285714
2022-01-11,0.15338000000000002
2022-01-10,0.29141666666666666
2022-01-09,0.023328571428571428
2022-01-08,0.6661
2022-01-07,0.49923333333333336
2022-01-06,0.3867
2022-01-05,0.30740000000000006
2022-01-04,0.277865
2022-01-03,0.15908571428571427
2022-01-02,0.16503333333333334
2022-01-01,0.264075
2021-12-31,0.39046
2021-12-30,0.4306666666666667
2021-12-29,0.40058571428571427
2021-12-28,0.3376833333333333
2021-12-27,0.15291666666666667
2021-12-26,0.20585454545454548
2021-12-25,0.5155875000000001
2021-12-24,0
2021-12-23,0.38003750000000003
2021-12-22,0.41020000000000006
2021-12-21,0.57948
2021-12-20,0.6521833333333332
2021-12-19,0.25435
2021-12-18,0.5194333333333333
2021-12-17,0.5898666666666667
2021-12-16,0.5261285714285714
2021-12-15,0.3299571428571428
2021-12-14,0.5785
2021-12-13,0.28924444444444447
2021-12-12,0.44380000000000003
2021-12-11,0.3487
2021-12-10,0.5852444444444445
2021-12-09,0.21942499999999998
2021-12-08,0.662475
2021-12-07,0.6650999999999999
2021-12-06,0.4479333333333333
2021-12-05,0.3955
2021-12-04,0.10115
